,Time [s],Net Acceleration [m/s^2],Thrust Force [N]
0,0.002,35.87689234444391,127.71681243999808
1,0.0073333333333333,-1982.3090058419168,-7137.752421030901
2,0.008,-858.8030189481228,-3093.130868213242
3,0.0093333333333333,-209.0351842089557,-753.9666631522406
4,0.0113333333333333,-2941.1406602276397,-10589.546376819504
5,0.012,-725.7063011499145,-2613.982684139692
6,0.0133333333333333,-699.6415132538542,-2520.1494477138754
7,0.0153333333333333,-191.80072672096907,-691.9226161954887
8,0.022,-250.50071261314054,-903.242565407306
9,0.0266666666666666,-1602.9151197872147,-5771.934431233974
10,0.0273333333333333,-736.326362182577,-2652.214903857277
11,0.0286666666666666,-1355.7165402095811,-4882.019544754493
12,0.0293333333333333,-1239.1682615828945,-4462.4457416984205
13,0.03,-1161.10883733564,-4181.4318144083045
14,0.0306666666666666,-1048.8616986543268,-3777.3421151555767
15,0.0313333333333333,-968.1849837321636,-3486.905941435789
16,0.032,-913.6602383188622,-3290.616857947904
17,0.0326666666666666,-853.4520171381748,-3073.8672616974295
18,0.0333333333333333,-816.0988483740722,-2939.39585414666
19,0.0339999999999999,-152.9891376926258,-552.2008956934529
20,0.0373333333333333,-368.74156576404664,-1328.9096367505679
21,0.0386666666666666,-351.9455008532322,-1268.4438030716358
22,0.04,1853.8591856615049,6672.453068381417
23,0.0406666666666666,-639.7331674080747,-2304.479402669069
24,0.0413333333333333,-19.358308480636552,-71.12991053029158
25,0.0446666666666666,-63.982300922888754,-231.77628332239954
26,0.0453333333333333,-27.830069729839753,-101.6282510274231
27,0.046,3.6654883608941193,11.75575809921883
28,0.0466666666666666,32.886081721813554,116.9498941985288
29,0.0473333333333333,-2464.676038946854,-8874.273740208675
30,0.048,82.64845461437667,296.094436611756
31,0.0486666666666666,-2430.3959259852177,-8750.865333546784
32,0.0493333333333333,87.47152278083115,313.4574820109921
33,0.0499999999999999,79.55900006310952,284.97240022719427
34,0.0506666666666666,70.66483117086872,252.9533922151274
